langs,system,n2m,source,target,n2mS,n2mT
de-en_news,llama,1-0,"Natürlich kann diese Matratze nicht das eigene Bett ersetzen, aber die für Tage auf der Veranstaltung ist sie der pure Luxus.",,1,0
de-en_news,llama,1-0,Die Matratze passt wunderbar in mein Auto hinein.,,1,0
de-en_news,llama,1-0,Zuvor haben wir die Sitze hinten herausgenommen.,,1,0
de-en_news,llama,1-0,Somit passt es perfekt.,,1,0
de-en_news,llama,1-0,Die Luftpumpe: Die Luftpumpe hat verschiedene Adapter.,,1,0
de-en_news,llama,1-0,"Die Matratze benötigt zwei verschiedene Adapter, welche auch an der Pumpe zu finden sind.",,1,0
de-en_news,llama,1-0,Die Pumpe wird in den Zigarettenanzünder des Autos gesteckt.,,1,0
de-en_news,llama,1-0,Allerdings war der Stecker defekt (etwas an der Lötstelle).,,1,0
de-en_news,llama,1-0,"Da mein Freund handwerklich begabt ist, hat er es reparieren können und wieder zusammengebaut funktionierte das gute Teil hervorragend und pumpte die Matratze in Null Komma Nix auf.",,1,0
de-en_news,llama,1-0,Insgesamt bin ich sehr begeistert von der Matratze.,,1,0
de-en_news,llama,1-0,Ich bin dann mal gespannt auf den Härtetest auf dem Festival.,,1,0
de-en_news,llama,1-0,"Ich erhoffe mir, dass sie keine Luft verliert und auch lange hält.",,1,0
de-en_news,llama,1-0,"Ebenso, dass er Schimmel nicht wieder auftaucht.",,1,0
de-en_news,llama,1-0,Nach dem Test kann ich sie auf jeden Fall schonmal empfehlen.,,1,0
de-en_news,llama,1-0,"Sofern ich noch andere Erfahrungen machen sollte, werde ich entsprechend die Rezension überarbeiten (sofern möglich).",,1,0
de-en_news,llama,1-0,Definitiv nicht mehr wert als 10€...,,1,0
de-en_news,llama,1-0,Leider bekommt der Kalender von mir nur zwei Sterne.,,1,0
de-en_news,llama,1-0,1. Für den schnellen Versand.,,1,0
de-en_news,llama,1-0,2. Für die Idee des Spielzeuges.,,1,0
de-en_news,llama,1-0,Leider ist der Kalender durch die läppische Verarbeitung direkt an Tag 1 über mehrere Türchen aufgerissen.,,1,0
de-en_news,llama,1-0,Am 21. Türchen waren garkeine Türchen mehr dran und ich musste mehr oder weniger meinem Sohn erlauben dass er dementsprechend auch die restlichen Teile rausnehmen darf da sie ihm quasi schon entgegen gefallen kamen.,,1,0
de-en_news,llama,1-0,"Die Teile kommen öfters durcheinander raus was oft heißt, dass man das Auto wieder auseinander bauen muss um die Teile an zu bringen.",,1,0
de-en_news,llama,1-0,Nachdem das Auto komplett zusammen gebaut ist fallen beim Spielen Teile ab.,,1,0
de-en_news,llama,4-1,(Am meisten die Frontscheibe. Diese lässt sich auch sehr schlecht wieder anbringen.) An sich würde ich diesen Kalender nicht mehr kaufen und auch keinem weiter empfehlen. Eventuell überdenken die Hersteller die Art wie sie den Kalender gestaltet haben für die nächste Ausgabe und machen es besser.,"""Recommendation for purchases in this price range.""",4,1
de-en_news,llama,4-1,:\ eine echte Drohne Ich bin von der Drohne begeistert. Meine 7 jährige Tochter fliegt damit. Drinnen fliegt die sehr gut und die 5 min.,Nice dress,4,1
de-en_news,llama,1-0,Flugzeit reichen in der Regel völlig aus.,,1,0
de-en_news,llama,1-0,"Das sich darin Haare verklemmen und die Drohne sehr schnell kaputt geht habe ich bei dem Preis nicht anders erwartet, aber Stürze aus der Decke auf den Boden, egal ob Fliesen oder Teppich, sind kein Problem.",,1,0
de-en_news,llama,1-0,Bei Fragen netter Kontakt.,,1,0
de-en_news,llama,1-0,Spiel ok aber nur mit Zwang zu Steam spielbar.,,1,0
de-en_news,llama,1-0,"Habe beim Kauf nicht gesehen, daß es sich nicht um eine Spiele-CD sondern lediglich einen Code handelt, mit dem man das Spiel herunterladen kann.",,1,0
de-en_news,llama,1-0,"Das wär ja soweit noch in Ordnung, aber man ist gezwungen Steam zu installieren, um es überhaupt spielen zu können, was eine Unverschämtheit ist.",,1,0
de-en_news,llama,1-0,"Seitdem hängt der Rechner sich ständig auf, was mit einer reinen Installation des Spiele sicher nicht der Fall wäre.",,1,0
de-en_news,llama,1-0,Leider scheitert es an der Laufzeit des Akku Ich hatte mich sehr auf die Uhr gefreut.,,1,0
de-en_news,llama,1-0,"Design und Optik toll, Nachrichten etc wurden problemlos angezeigt.",,1,0
de-en_news,llama,1-0,Bedienung klappte gut.... und dennoch sende ich sie zurück.,,1,0
de-en_news,llama,1-0,Drr große Haken: der Akku und seine Laufzeit.,,1,0
de-en_news,llama,1-0,"Abends geladen, über Nacht nur auf drm Schrank gelegen und morgens 11% weniger Akku bei Nichtnutzung.",,1,0
de-en_news,llama,1-0,"Kamen am Tag viele Nachrichten, war der Akku schon am Mittag / frühen Nachmittag am Ende und dann kann man nicht mal mehr die Zeit ablesen.",,1,0
de-en_news,llama,1-0,"Daher für,mich nicht brauchbar.",,1,0
de-en_news,llama,1-0,Sehr schade.,,1,0
de-en_news,llama,1-0,Edle Hülle mit Einschränkungen Für das schlüpfrige Samsung Galaxy S10+ sollte man sich unbedingt eine Hülle zulegen.,,1,0
de-en_news,llama,1-0,"Gefallen haben mir zuletzt Hüllen, in die man auch die Kreditkarte einstecken kann.",,1,0
de-en_news,llama,1-0,Dies bietet die Hülle hier.,,1,0
de-en_news,llama,1-0,"Wenn man in alle 3 Fächer Karten einsteckt, wird es zuviel, dann steht der Deckel etwas hoch.",,1,0
de-en_news,llama,1-0,Eine reicht mir.,,1,0
de-en_news,llama,1-0,Die Lederhülle macht einen robusten Eindruck und scheint gut verarbeitet zu sein.,,1,0
de-en_news,llama,1-0,Sie sieht edel aus.,,1,0
de-en_news,llama,1-0,"Das Handy ist im Gegensatz zu vielen anderen Hüllen ringsherum eingebettet, nur an den Anschlüssen sind Aussparungen.",,1,0
de-en_news,llama,1-0,Ansonsten kann man Ein-Ausschalter und Lautstärkeregler an den Seiten gut durch die Hülle bedienen.,,1,0
de-en_news,llama,1-0,"Nachteilig ist, dass es auf manchen QI Ladegeräten nicht möglich ist, durch die Dicke der Hülle, das Telefon laden zu können.",,1,0
de-en_news,llama,1-0,Sogar auf der QI Ladestation aus Leder von TORRO geht es nicht.,,1,0
de-en_news,llama,1-0,Zubehör wie die Galaxy Buds kann man somit auch nur laden wenn die Hülle ab ist.,,1,0
de-en_news,llama,1-0,Ansonsten richtig schick und gut verarbeitet !,,1,0
de-en_news,llama,1-0,hochwertige Hülle mit Panzerglasfolie Robuste Hülle mt einem richtigen Panzerglas als Schutz für den Screen in einem klassischen Design bietet einen rundum Schutz für das ganze iPhone 11.,,1,0
de-en_news,llama,1-0,Passt sehr gut und kann auch leicht aufgezogen werden.,,1,0
de-en_news,llama,1-0,Das Material ist angenehm in der Hand und verschmutzt nicht.,,1,0
de-en_news,llama,1-0,Ein wirklich gelungenes und schönes Produkt mit einem sehr guten Preis-Leistung Verhältnis.,,1,0
de-en_news,llama,1-0,Dieser Fall gibt dem Telefon etwas Halt.,,1,0
de-en_news,llama,1-0,Es ist nicht zu sperrig und liegt fest am Telefon an.,,1,0
de-en_news,llama,1-0,Insgesamt ein guter Kauf.,,1,0
de-en_news,human,1-2,"Geesthacht: Neue Beetschilder sollen zum Nachpflanzen animieren Franko Stein (FD Umwelt, links) und Friedhelm Ringe (Nabu) stellen die Pflanzenschilder in den Beeten der Fußgängerzone auf.","Geesthacht: New bed signs intended to encourage replanting Franko Stein (Environmental Services, left) and Friedhelm Ringe (Nature and Biodiversity Conservation Union) place the plant signs in the beds in the pedestrian zone.",1,2
de-en_news,human,1-2,"Friedhelm Ringe betont, dass aber nicht nur die Beetpflanzen nun Blüten zeigen.",Friedhelm Ringe emphasizes that not only the plants in the beds are now in bloom.,1,2
de-en_news,human,2-1,"Die Älteste von ihnen ist Ernestine Stauchner, sie feierte kürzlich ihren 102. Geburtstag.","The oldest of them is Ernestine Stauchner, who recently celebrated her 102nd birthday.",2,1
de-en_news,human,1-2,"Analog im Dialog Die Grenzen des Digitalen Mit fortschreitender Digitalisierung wächst bei so manchen wieder die Lust auf analog Die Rasanz, mit der unser Alltag digital wurde, ließ uns kaum Zeit, Regeln für den Umgang damit aufzustellen und unsere Kommunikationsund Arbeitsweisen daran anzupassen, meint DNN-Kolumnistin Claudia Muntschick.","Analog in dialog the limits of the digital world As digitalization advances, some people are rediscovering their desire for analog The speed at which our everyday life is becoming digital does not allow us time to create rules for how to deal with it and adapt the way that we communicate and work, opines DNN columnist Claudia Muntschick.",1,2
de-en_news,human,1-2,14 Tage für eine neue Regierung In Moldau (auch: Moldawien) hat die Präsidentin Maia Sandu den ehemaligen Innenminister Dorin Recean mit der Regierungsbildung beauftragt.,"14 days for a new government In Moldova (also: Moldavia), President Maia Sandu has tasked former Secretary of the Interior Dorin Recean with forming the government.",1,2
de-en_news,human,1-2,An seiner Seite Ehefrau Karin Baumüller-Söder.,Wife Karin Baumüller-Söder is at his side.,1,2
de-en_news,human,1-3,"Landtagspräsidentin Ilse Aigner suchte sich niemand geringeres als ""Mama Bavaria"" als Vorbild für ihr Kostüm.","State Parliament President Ilse Aigner chose none other than ""Mama Bavaria"" as the inspiration for her costume.",1,3
de-en_news,human,1-2,Das Wandern ist des SPD-Fraktionschefs Lust: Florian von Brunn mit SPD-Landesvorsitzenden Ronja Endres.,The SPD faction leader loves hiking: Florian von Brunn with the SPD state chairperson Ronja Endres.,1,2
de-en_news,human,1-2,Oberhof: Kühn Achter im WM-Sprint Bö setzte seine beeindruckende Serie trotz schwieriger Bedingungen fort und gewann auch das sechste Sprintrennen der Saison.,Oberhof: Kühn eighth in the World Cup sprint Bö continued his impressive run despite challenging conditions and also won the sixth sprint race of the season.,1,2
de-en_news,human,1-2,"""Die starke Demokratie unserer beiden Nationen wurde auf die Probe gestellt"", sagte Biden am Freitag im Weißen Haus in Washington. ""Wir müssen weiterhin für die Demokratie eintreten, für die demokratischen Werte, die den Kern unserer Stärke ausmachen"".","""The strong democracy of both of our nations is being put to the test,"" Biden said at the White House in Washington on Friday. ""We must continue to stand up for democracy, for the democratic values that form the core of our strength,.",1,2
de-en_news,human,1-2,"""Seine Welt begann und endete mit Fake News, morgens, nachmittags und abends"", sagte Lula. ""Kommt mir bekannt vor"", entgegnete Biden eine offensichtliche Anspielung auf seinen Amtsvorgänger Trump.","""His world started and ended with fake news, morning, afternoon and night,"" says Lula. ""Sounds familiar,"" replied Biden an obvious allusion to his predecessor Trump.",1,2
de-en_news,human,1-2,"Aber darum geht es nicht, sondern: Auf Platz 1 bis 5 (!) steht Frau Wagenknecht, dann folgt Frau Schwarzer.","But that's not what this is about, instead: Mrs. Wagenknecht is in places 1 to 5 (!), followed by Mrs. Schwarzer.",1,2
de-en_news,human,1-4,Harald Glööckler reicht Scheidung von seinem Mann Dieter Schroth ein Designer Harald Glööckler (57) und sein Mann Dieter Schroth (74) haben sich getrennt.,Harald Glööckler filed for divorce from his husband Dieter Schroth Designer Harald Glööckler (57) and his husband Dieter Schroth (74) have split up.,1,4
de-en_news,human,1-2,"Glööckler und sein Lebenspartner Schroth waren 35 Jahre zusammen, Trennungsgerüchte gab es schon seit etwa einem Jahr.",Glööckler and his life partner Schroth were together for 35 years; rumors of a split have been going around for about a year.,1,2
de-en_news,human,1-3,"SS-Massakers in Oradour-sur-Glane: Letzter Überlebender tot In dem zerstörten Dorf nordwestlich von Limoges, dessen Ruinen erhalten blieben, wurde 1999 ein Gedenkzentrum eingerichtet.","SS massacres in Oradour-sur-Glane: The last survivor has died In 1999, a memorial center was established in the destroyed village northwest of Limoges, the ruins of which remain.",1,3
de-en_news,human,1-2,Frankreichs Präsident Emmanuel Macron hatte Hébras vor einem Jahr mit dem nationalen Verdienstorden ausgezeichnet.,French President Emmanuel Macron awarded Hébras the National Order of Merit one year ago.,1,2
de-en_news,human,1-3,"Eine Kurvenlage für 14 Häuser: In Homeien kennt jeder jeden LZ-Serie Nordlippische Weiler: In Homeien leben nicht selten drei, vier Generationen unter einem Dach.",Corner for 14 houses: Everybody knows everybody in Homeien Landeszeitung series on North Lippe hamlets: it is not unusual for three or four generations to live in the same house in Homeien.,1,3
de-en_news,human,1-2,"Deutsche-Bank-Chef Christian Sewing hält weitere Zinserhöhungen im Kampf gegen die hohe Teuerungsrate für ""absolut"" notwendig.","Deutsche Bank CEO Christian Sewing believes that additional interest-rate hikes are ""absolutely"" necessary to combat high inflation.",1,2
de-en_news,human,1-2,"""Die Folgen einer dauerhaft hohen Inflation sind wesentlich gravierender als die höherer Finanzierungskosten für einige Länder"", sagte Sewing. ""Natürlich müssen wir das im Blick behalten, aber ein hoher Schuldenstand darf die EZB nicht davon abhalten, konsequent zu handeln"".","""The consequences of sustained high inflation are significantly more serious than the higher costs of financing for certain countries,"" said Sewing. ""Obviously, we must keep an eye on that, but higher debt levels must not discourage the ECB from acting consistently.""",1,2
de-en_news,human,1-3,"Bosch-Chef Stefan Hartung hofft auf eine breite Debatte zum von Bundeskanzler Olaf Scholz (SPD) ausgerufenen ""Deutschland-Tempo"" bei Infrastrukturprojekten.","Bosch CEO Stefan Hartung hopes for an extensive debate with Federal Chancellor Olaf Scholz (SPD) regarding the ""German pace"" of infrastructure projects that he mentioned.",1,3
de-en_news,human,1-2,"Angesichts der vielen offenen Aufgaben etwa beim Ausbau der Stromtrassen beneide er die Bundesregierung und die beteiligten Unternehmen aber nicht, sagte Hartung. ""Als Konsument dieser Energien brauche ich den Ausbau unbedingt und er soll so grün sein, wie es geht"".","From the perspective of the many unfinished tasks, such as expansion of high-voltage power lines, Hartung says he does not envy the German government and the companies involved. ""As a consumer of these types of energy, I absolutely need this expansion, and it should be as sustainable as possible.""",1,2
de-en_news,human,1-2,Macron: Drohendes Defizit in Rentenkasse Macron begründet die Reform mit einem drohenden Defizit in der Rentenkasse.,Macron: Looming deficit in pension funds Macron justifies the reform on the grounds that there is a looming deficit in pension funds.,1,2
de-en_news,human,1-2,Ruhiges Wetter erwartet in Hochlagen viel Sonne Ein mächtiges Hochdruckgebiet liegt über Mitteleuropa und bestimmt das Wetter in Deutschland.,Calm weather expected plenty of sun at high altitudes A massive high-pressure system is covering Central Europe and determining the weather in Germany.,1,2
de-en_news,human,1-2,"Méribel ""Ich bin traurig, weil ich nicht die Leistung gebracht habe, die ich kann"", sagte die Italienerin im ZDF, nachdem sie an einem Tor eingefädelt hatte und ausgeschieden war.","Méribel ""I'm sad, because I was not able to bring my A-game,"" the Italian told ZDF after she straddled one of the gates and was disqualified.",1,2
de-en_news,human,2-1,"Personenbeschreibung: schlanke Gestalt braune Augen schwarze, lange Haare mit Pferdeschwanz bekleidet mit einer langen, schwarzen Jacke; dunkler Hose; rosa Stiefeletten und bunt gestreifter Schal trägt einen Rucksack Hinweise nimmt die Kriminalpolizei der Polizeidirektion 1 (Nord) unter der Rufnummer (030) 4664 171 100 oder jede andere Polizeidienststelle entgegen.","Personal description: slim build brown eyes long, black hair with a ponytail dressed in a long, black jacket; dark pants; pink boots and a colorful, striped scarf carrying a backpack Contact the Criminal Investigation Unit at Police Department 1 (North) at the telephone number (030) 4664 171 100 or any other police department with leads.",2,1
