langs,system,n2m,source,target,n2mS,n2mT
fr-en,gpt4,1-2,"Elles dessinaient des histoires sans événements personnels autres que les naissances, les mariages et les deuils, sans voyages en dehors du régiment dans une lointaine ville de garnison, des existences occupées par le travail, sa dureté et son usure, les menaces de la boisson.","They sketched histories without personal events other than births, weddings and mourning; lives devoid of travel apart from in a distant garrison town for regimental duty. Lives consumed by work its strain and wear along with threats posed by alcohol abuse.",1,2
fr-en,gpt3,2-1,De ce temps non vécu ils garderaient le regret tenace. La mémoire des autres leur refilait une nostalgie secrète pour cette époque qu'ils avaient manquée de si peu et l'espérance de la vivre un jour.,"They would keep a tenacious regret for this time they had missed by so little, and the memory of the others would pass on to them a secret nostalgia for this epoch and the hope of living it one day.",2,1
fr-en,llama,2-1,"Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux. Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","In the first, she snuggles playfully against a large woman wearing a striped dress with her hair rolled up, while in the second, she raises her left fist and her right hand is held by a tall man wearing a light-colored vest and pants, with a casual posture.",2,1
fr-en,llama,2-1,"La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI. Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).","Her left hand rests on the same carved Louis XVI-style table, fully visible, while her right hand is tucked into her bodice, her skirt pulled up in front due to a prominent belly, perhaps a sign of rickets (1944, approximately).",2,1
fr-en,llama,3-1,"Assise dans un coin du podium trônait sous sa couronne la Reine du Commerce. La marchandise avançait sous les couleurs de la fête. Les gens disaient "" ça change "" ou "" il ne faut pas s'encroûter, on s'abrutit à rester chez soi "".",The Queen of Commerce was seated at one corner on stage under her crown showcasing goods in festive spirit as people's aspirations changed because they didn't want their life routines fossilized avoiding seclusion at home.,3,1
zh-en,human,2-1,况且，我觉得她缺少那种找到幸福的能力。 事实也许的确如此，可是幸福有能力找到她。,"Besides, I felt she lacked the ability to find happiness—but it turned out happiness was still able to find her.",2,1
zh-en,human,1-2,我还记得，那一年的冬天特别长，四月过了一半，迎春花还没有开。,"That winter felt particularly long. Halfway through April, the first flowers hadn't yet bloomed.",1,2
zh-en,human,1-2,我们好久都没有什么新游戏了，一到傍晚就百无脚赖地坐在死人塔的房顶上。,"We'd stopped playing games. In the evenings, we sat on the wall around Dead Man's Tower.",1,2
zh-en,human,2-1,我并不打算赴约。 不管是因为什么，我想我们都没有再见面的必要了。,I hadn't planned to show up—I didn't think we had any need to meet again.,2,1
zh-en,human,0-1,,"""I had to make a delivery on the west side,"" he said.",0,1
zh-en,human,1-2,茶冷下去，屋子里的白雾已经散尽，你终于起身告辞。,"The tea cooled, the fog dissipated. You stood to leave.",1,2
zh-en,human,2-1,你站在门囗，请我晚些到小白楼来。 我还没有来得及推辞，你已经走出了楼洞。,You said I should come to the white mansion later and walked away before I could respond.,2,1
zh-en,human,2-1,"""你还跟奶奶和姑姑一起住吗？"" 你问。","""Are you still living with your grandma and aunt?"" you asked.",2,1
zh-en,human,1-3,你嘴巴里呼出的白色哈气，被风撩起的卷曲头发，大衣下摆底下微微颤动的膝盖，这些让我相信眼前的你是真实的存在，并非是先前那个梦的延续。,"Your breath came white from your mouth. The wind had tangled your curly hair, and your knees were trembling under your coat. All these things told me you were actually there, and this wasn't just a continuation of the dream.",1,3
zh-en,human,2-1,你没有化妆，苍白的脸有一点浮肿，不过总算没有辜负大家的期望，长成了一个美人。 只是那张桃心小脸乌戚戚的，一副在大都市待久了的神情。,"You weren't wearing makeup, and your pale face looked a little swollen, but it was clear you'd grown into a beauty like we'd all known you would—though you had the numb expression of someone who's been in the big city too long.",2,1
zh-en,human,2-1,我不置可否地笑了笑。 坦白说，我从未想象过你长大之后的样子。,I smiled and admitted I'd never imagined you grown up.,2,1
zh-en,human,2-1,我仔细地看了你一会儿，确信自己并不认识你。 可是在昏暗的光线里，我忽然觉得这个站在对面的陌生人，似乎与我的生命有很深的联结。,"I looked carefully but didn't know who you were, yet I felt this stranger standing in the gloom had a deep connection to my life.",2,1
zh-en,gpt4,1-2,不是吗，作为一个美人，根本不必那么辛苦，她什么都不用做，只要站在原地就好了。,"Isn't it? As a beautiful woman, she doesn't have to work so hard; she doesn't need to do anything but stand still.",1,2
zh-en,gpt4,1-2,"""她一直没成家"" 你问。","""So she never got married?"" You asked again.",1,2
zh-en,gpt4,2-1,对我而言，和你有关的一切都已经装进档案袋，封上了火漆。 说出来或许会有些伤人吧，不过，我真的没有期待与你再见面。,"To me, everything related to you has already been put in file bags and sealed with wax seal; sad to say perhaps but it might hurt—I really didn't expect to meet you again.",2,1
zh-en,gpt4,1-2,程恭，你低声喊出我的名字，声音非常沙哑，似乎已经很久没有开囗讲过话。,"Cheng Gong, you softly called my name, your voice was very hoarse, as if you haven't spoken for a long time.",1,2
zh-en,gpt4,4-1,可是在昏暗的光线里，我忽然觉得这个站在对面的陌生人，似乎与我的生命有很深的联结。 那种感觉让人背后一阵发凉。 我努力回想着，记忆的卡片在头脑中晔啦晔啦地翻动。 然后你说，你是李佳栖。,"But in the dim light, I suddenly felt that this stranger standing across from me seemed deeply connected to my life—a feeling that sent chills down my spine—I tried hard to think back while memory cards fluttered in my mind then you said ""You are Li Jia Qi"".",4,1
zh-en,gpt3,1-2,一九九三年的那个冬天，对我来说最重要的事，是我爸爸回来了，就在我妈结婚前的那个星期。,"The winter of 1993 was the most important time for me, because my father had returned. It was the week before my mother's wedding.",1,2
zh-en,gpt3,1-2,不是吗，作为一个美人，根本不必那么辛苦，她什么都不用做，只要站在原地就好了。,"After all, as a beautiful woman, she didn't have to work so hard. She didn't have to do anything—she just had to stand still.",1,2
zh-en,gpt3,1-2,我还记得，那一年的冬天特别长，四月过了一半，迎春花还没有开。,"I still remember that the winter that year was particularly long. It was already halfway through April, and the peach blossoms still hadn't bloomed.",1,2
zh-en,gpt3,1-2,我坐在沙发上一支一支地抽烟，天色越来越暗，门突然笃笃地敲响了。,"I was sitting on the sofa, smoking one cigarette after another, when the sky gradually darkened. Suddenly, there was a knock at the door.",1,2
zh-en,gpt3,1-2,茶冷下去，屋子里的白雾已经散尽，你终于起身告辞。,"The tea had cooled down, and the white mist in the room had dispersed. Finally, you stood up to leave.",1,2
zh-en,gpt3,1-2,我刚关上门，感觉松了一囗气，门铃又响了。,"Just as I closed the door, I felt a sense of relief. But then the doorbell rang again.",1,2
zh-en,gpt3,2-1,"""你还跟奶奶和姑姑一起住吗？"" 你问。","""Do you still live with your grandmother and aunt?"" you asked.",2,1
zh-en,gpt3,2-1,我睁开眼睛。 你站在门囗。,"I opened my eyes, and there you were, standing in the doorway.",2,1
zh-en,gpt3,1-2,快要下雪了，天阴得厉害，屋子里黑漆漆的。,"It was about to snow, and the sky was very dark. The room was pitch black.",1,2
zh-en,llama,1-2,一九九三年的那个冬天，对我来说最重要的事，是我爸爸回来了，就在我妈结婚前的那个星期。,"In the winter of 1993, the most important thing that happened to me was my father's return. He came back just a week before my mother's wedding.",1,2
zh-en,llama,1-2,我一路飞奔向大门口，隔着铁栏杆远远地看到他站在外面抽烟。,"I ran towards the school gate, my heart racing with excitement. From afar, I saw him standing outside, smoking a cigarette.",1,2
zh-en,llama,1-2,我还记得，那一年的冬天特别长，四月过了一半，迎春花还没有开。,"I still remember that winter, which seemed to last forever. It was already mid-April, and the spring flowers had yet to bloom.",1,2
zh-en,llama,1-2,我坐在沙发上一支一支地抽烟，天色越来越暗，门突然笃笃地敲响了。,"I sat on the sofa, smoking one cigarette after another, watching the sky gradually darken. Suddenly, there was a loud knock on the door.",1,2
zh-en,llama,3-1,"你局促地坐下来，看着我倒茶。 ""你还跟奶奶和姑姑一起住吗？"" 你问。","You sat down and watched me pour tea, asking, ""Do you still live with your grandmother and aunt?""",3,1
zh-en,llama,2-1,我仔细地看了你一会儿，确信自己并不认识你。 可是在昏暗的光线里，我忽然觉得这个站在对面的陌生人，似乎与我的生命有很深的联结。,"After observing you carefully for a moment I am certain that I don't know you yet somehow under this dim light suddenly,I felt like this stranger opposite me has a deep connection with my life.",2,1
zh-en,llama,2-1,我努力回想着，记忆的卡片在头脑中晔啦晔啦地翻动。 然后你说，你是李佳栖。,"Thinking hard then memories started flipping hastily through mind and thenyou said,""I am Li Jiaqi"".",2,1
pl-ja,human,2-1,"Już godzina i ćwierć, jak tam wlazł. Już po nim.",やつがあそこに下りてから一時間と十五分。,2,1
pl-ja,human,2-1,Umawialiśmy się przecie mruknął niepewnie grubas. Jakże tak?,だが、われわれは契約を結んだ太った町議はあきらめ悪くつぶやいた。,2,1
pl-ja,human,2-1,"A bez zwierciadła bazyliszka nie da się zabić, każdy to wie. Zaoszczędziliście grosza, wójcie dodał pryszczaty.",鏡がなけりやバシリスクは殺せない、誰だって知ってる 一シリングも出さずにすんだな、町議あばた男が言った。,2,1
pl-ja,human,3-2,"Idźcie tedy spokojnie do dom. A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru. Ano powiedział rzeźnik.",だから安心して家に帰りやいい魔法使いの馬と荷物はもらっておくか。 このまま捨ておくのはもったいない まったくだ肉屋が言った。,3,2
pl-ja,human,2-1,Jakże tak? Coście?,おまえたち、何をしている?,2,1
pl-ja,human,2-1,"Zostaw tego konia w spokoju, kochasiu. Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",その馬に手を出すな その声に、肉屋は壁の奥から現れた男をゆっくり振り返り、人々が地下牢の人口のまわりに集まった。,2,1
pl-ja,human,1-2,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie?",誰だ? あばた男が片手を上着に入れたままたずねた。,1,2
pl-ja,human,3-1,"Nic ci do tego, kochasiu. Broni nie nosicie. Prawda obcy uśmiechnął się jeszcze zjadliwiej.",おれたちに善悪を説いてきかせるのは きみには関係ない 武器は持っていないようだな いかにも見知らぬ男の笑みがますますすごみを帯びた。,3,1
pl-ja,human,3-1,"Nie nosze. To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem. To bardzo niedobrze, że nie nosicie.",持っていない それは気の毒だあばた男が上着から一長いナイフを握った一片手を出した。,3,1
pl-ja,human,2-1,"Moja broń chodzi za mną. Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny.",武器はあとからついてくル がれきの後ろから二人の若い女が柔らかい、確かな足取りで現れた。,2,1
pl-ja,human,1-2,"Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu.",二人の女は歯をちらっと見せてにこと笑い、目を細めた。 目じりから耳に走る、太い入れ墨。,1,2
pl-ja,human,2-1,"Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia. Tłum zaszemrał.",両手に続いて、レンガ粉の筋が入った白髪の頭、青白い顔、肩から突き出た剣の柄が順に現れ、人だかりからつぶやきが洩れた。,2,1
